username,follower_num,following_num,is_private,is_verified,has_clips,highlight_reel_count,is_business_account,edge_felix_video_timeline,edge_owner_to_timeline_media,username_len,fullname_len,bio_len,Digits_in_username,Number_of_nonalphabetic_in_fullname,Number_of_HashtagsMentions,Has_external_url,Has_business_category_name,Has_category_enum,Has_category_name,label
aartisharma9899,1139,3734,False,False,False,0,False,0,2,15,4,24,4,0,0,False,False,False,False,0
bryssw,792,2353,False,False,False,0,False,9,31,6,8,0,0,1,0,False,False,False,False,0
fila.li1,2,170,False,False,False,0,False,0,0,8,0,0,1,0,0,False,False,False,False,0
nakhstmid,46,6120,False,False,False,0,False,0,0,9,9,0,0,0,0,False,False,False,False,0
bahram_6898,62,7446,False,False,False,0,False,0,4,11,6,5,4,0,0,False,False,False,False,0
foto33778,40,4818,False,False,False,0,False,0,0,9,7,0,5,1,0,False,False,False,False,0
8alimonji,62,7405,False,False,False,0,False,0,4,9,3,7,1,0,0,False,False,False,False,0
gdyrly77,10,1288,False,False,False,0,False,0,0,8,8,0,2,1,0,False,False,False,False,0
mohamed125380,64,7498,False,False,False,0,False,0,0,13,9,0,6,2,0,False,False,False,False,0
8o715,27,754,False,False,False,0,False,0,1,5,0,43,4,0,0,False,False,False,False,0
moeloe766_,73,7300,False,False,False,1,False,0,2,10,6,24,3,0,0,False,False,False,False,0
iiiidbdjb,15,178,False,False,False,0,False,0,0,9,0,0,0,0,0,False,False,False,False,0
bnyn8097,83,5624,False,False,False,0,True,0,8,8,9,72,4,1,0,False,True,True,True,0
hhbvhhh2,0,189,False,False,False,0,False,0,0,8,7,0,1,0,0,False,False,False,False,0
___jann___000,63,5588,False,False,False,0,False,0,1,13,4,10,3,0,0,False,False,False,False,0
kos_mh,0,7427,True,False,False,0,False,0,0,6,5,6,0,0,0,False,False,False,False,0
alia.sghar022,70,7494,False,False,False,0,False,0,4,13,0,0,3,0,0,False,False,False,False,0
mosa.09o,18,300,False,False,False,0,False,0,0,8,0,0,2,0,0,False,False,False,False,0
p.o12.0,88,7484,False,False,False,0,False,0,4,7,8,32,3,3,2,False,False,False,False,0
sjdkd.h,8,1025,False,False,False,0,False,0,0,7,0,0,0,0,0,False,False,False,False,0
cilipsaaad_69,119,1909,False,False,True,0,False,0,7,13,11,13,2,6,0,False,False,False,False,0
nouralive97,25,1946,False,False,False,0,False,0,1,11,11,0,2,1,0,False,False,False,False,0
mahsa.84769,976,7492,True,False,False,0,False,0,0,11,5,29,5,0,0,False,False,False,False,0
ami1382.4,4,244,False,False,False,0,False,0,0,9,0,0,5,0,0,False,False,False,False,0
jddidil0,14,1512,False,False,False,0,False,0,2,8,8,11,1,0,0,False,False,False,False,0
jgddf_u,82,166,False,False,False,0,False,0,0,7,0,0,0,0,0,False,False,False,False,0
aloosh99223,21,961,False,False,False,0,False,0,5,11,0,0,5,0,0,False,False,False,False,0
hsabanstqramywn,1,98,False,False,False,0,False,0,0,15,6,0,0,1,0,False,False,False,False,0
z8puf6xoy,9,185,False,False,False,0,False,0,0,9,9,0,2,2,0,False,False,False,False,0
faray56,223,1726,False,False,False,0,False,0,0,7,10,0,2,6,0,False,False,False,False,0
zxmncv14,27,1086,False,False,False,0,False,0,0,8,6,0,2,0,0,False,False,False,False,0
wiamwiam646,1,628,False,False,False,0,False,0,1,11,0,0,3,0,0,False,False,False,False,0
oz.5891,22,210,False,False,False,0,False,0,1,7,4,0,4,0,0,False,False,False,False,0
loord.78251,12,852,False,False,False,0,False,0,0,11,4,0,5,0,0,False,False,False,False,0
baba_alababa6,47,7424,True,False,False,0,False,0,0,13,0,0,1,0,0,False,False,False,False,0
pfotofot,1,176,False,False,False,0,False,0,0,8,8,0,0,0,0,False,False,False,False,0
mmdloplop104,86,6961,False,False,False,0,False,0,9,12,0,8,3,0,0,False,False,False,False,0
n.o_o_r_109,32,2696,False,False,False,0,False,0,0,11,0,0,3,0,0,False,False,False,False,0
anan_68_da,260,7477,False,False,False,0,False,0,0,10,11,62,2,1,1,False,False,False,False,0
mmkkpp6612,19,1949,False,False,False,0,False,0,3,10,4,0,4,0,0,False,False,False,False,0
ujr449,72,7441,False,False,False,0,False,0,6,6,5,16,3,0,0,False,False,False,False,0
4ow.r,3,1108,False,False,False,5,False,0,0,5,1,0,1,1,0,False,False,False,False,0
nhrwn.hmd,92,7271,False,False,False,0,False,0,0,9,11,0,0,1,0,False,False,False,False,0
supersonicthe927,9,905,False,False,False,0,False,0,10,16,5,0,3,0,0,False,False,False,False,0
mmnnoo763,18,2037,False,False,False,0,False,0,0,9,0,0,3,0,0,False,False,False,False,0
aloa17435,12,170,False,False,False,0,False,0,0,9,10,0,5,1,0,False,False,False,False,0
shvsg2021,3,176,False,False,False,0,False,0,0,9,0,0,4,0,0,False,False,False,False,0
mama.22o,19,111,False,False,False,0,False,0,0,8,0,0,2,0,0,False,False,False,False,0
natalhj._2002,216,5125,False,False,False,0,False,0,0,13,7,8,4,0,0,False,False,False,False,0
flowzflow,15,685,False,False,False,0,False,0,0,9,11,0,0,2,0,False,False,False,False,0
kkj_65c,46,7488,False,False,False,0,False,0,1,7,4,7,2,0,0,False,False,False,False,0
alitaha022,55,7442,True,False,False,0,False,0,4,10,0,0,3,0,0,False,False,False,False,0
yalnizligin_krali,1,175,False,False,False,0,False,0,0,17,0,0,0,0,0,False,False,False,False,0
keen_bsedr500,53,6582,False,False,False,0,False,0,57,13,0,136,3,0,10,False,False,False,False,0
dudipan,40,276,False,False,False,0,False,0,0,7,0,0,0,0,0,False,False,False,False,0
ll30.i,2578,3987,False,False,False,1,False,0,9,6,30,23,2,7,1,False,False,False,False,0
fjvhh_jvjvjg_hhjjv._jbj,94,6630,False,False,False,0,False,0,0,23,12,41,0,3,0,False,False,False,False,0
666vvas,71,7467,False,False,False,0,False,0,0,7,0,0,3,0,0,False,False,False,False,0
sasy8u,59,6824,False,False,False,0,False,0,4,6,0,0,1,0,0,False,False,False,False,0
boua210,70,7095,False,False,False,0,False,0,0,7,11,0,3,0,0,False,False,False,False,0
hdhdhdvdbdbshe,1,98,False,False,False,0,False,0,0,14,14,0,0,0,0,False,False,False,False,0
nmnm3170,51,7442,False,False,False,0,False,0,1,8,0,0,4,0,0,False,False,False,False,0
otherfo1,88,7424,False,False,False,0,False,0,4,8,5,10,1,0,1,False,False,False,True,0
klmlk69,56,7183,False,False,False,0,False,0,0,7,5,0,2,0,0,False,False,False,False,0
ffgbvgh,7,170,False,False,False,0,False,0,1,7,0,0,0,0,0,False,False,False,False,0
3034125f7b,0,169,False,False,False,0,False,0,0,10,4,0,8,0,0,False,False,False,False,0
bfjfkzl,18,338,False,False,False,0,False,0,0,7,0,0,0,0,0,False,False,False,False,0
tehran1852,16,3122,False,False,False,0,False,0,4,10,0,0,4,0,0,False,False,False,False,0
r6588354,7,1256,False,False,False,0,False,0,0,8,4,0,7,0,0,False,False,False,False,0
kafkas_sad_6,55,6934,False,False,False,0,False,0,0,12,4,0,1,0,0,False,False,False,False,0
fari130000,57,6671,False,False,False,0,False,0,5,10,4,3,6,0,0,False,False,False,False,0
mahdi15554,3,170,False,False,False,0,False,0,0,10,6,0,5,1,0,False,False,False,False,0
0lj93,118,7463,False,False,False,0,False,0,0,5,0,0,3,0,0,False,False,False,False,0
qsddffvfdbffg,0,182,False,False,False,0,False,0,0,13,13,0,0,0,0,False,False,False,False,0
majj920,25,1751,False,False,False,0,False,0,2,7,0,0,3,0,0,False,False,False,False,0
bgdbxjn,22,200,False,False,False,0,False,0,0,7,0,0,0,0,0,False,False,False,False,0
dhhdbdb15,17,468,False,False,False,0,False,0,0,9,7,0,2,0,0,False,False,False,False,0
lucaso_0000,39,3063,False,False,False,0,False,0,0,11,11,0,4,5,0,False,False,False,False,0
jgg6439,0,108,False,False,False,0,False,0,0,7,0,0,4,0,0,False,False,False,False,0
dvfyyui0,15,206,False,False,False,0,False,0,1,8,4,0,1,0,0,False,False,False,False,0
saad_________crazy,61,2423,False,False,False,0,False,0,1,18,7,0,0,3,0,False,False,False,False,0
alindamiii,207,637,False,False,False,0,False,0,4,10,0,18,0,0,0,False,False,False,False,0
paksistyle,0,7235,True,False,False,0,False,0,0,10,1,0,0,1,0,False,False,False,False,0
asgharullah__3,58,7471,False,False,False,0,False,0,0,14,0,0,1,0,0,False,False,False,False,0
ali001110000,7,169,False,False,False,0,False,0,1,12,3,9,9,0,0,False,False,False,False,0
gozlarini3,41,6910,False,False,False,0,False,0,0,10,5,6,1,0,0,False,False,False,False,0
zxz1514,43,2796,False,False,False,0,False,0,1,7,4,0,4,0,0,False,False,False,True,0
t_a_h_a_2003,16,2194,False,False,False,0,False,0,0,12,0,0,4,0,0,False,False,False,False,0
a_____urq,83,5447,False,False,False,0,False,0,0,9,15,0,0,5,0,False,False,False,False,0
hufb655,42,871,False,False,False,0,False,0,0,7,7,0,3,3,0,False,False,False,False,0
sjbs2500,64,6697,False,False,False,0,False,0,1,8,23,0,4,6,0,False,False,False,False,0
jjsjauajqn,12,1755,False,False,False,0,False,0,2,10,8,10,0,0,0,False,False,False,False,0
zebyz24,71,1078,False,False,False,0,False,0,0,7,4,0,2,0,0,False,False,False,False,0
eedfffcx,4,168,False,False,False,0,False,0,0,8,8,0,0,0,0,False,False,False,False,0
kil__132,3,699,False,False,False,0,False,0,0,8,0,0,3,0,0,False,False,False,False,0
shsk_dh,6,201,False,False,False,0,False,0,3,7,0,0,0,0,0,False,False,False,False,0
q222.23,1,237,False,False,False,0,False,0,0,7,0,0,5,0,0,False,False,False,False,0
qkpyfvds,3,163,False,False,False,0,False,0,0,8,8,0,0,0,0,False,False,False,False,0
ayn.ashyayy,98,1142,False,False,False,0,True,1,0,11,24,121,0,4,0,True,True,False,True,0
so_0930sh,89,7491,False,False,False,0,False,0,0,9,0,0,4,0,0,False,False,False,False,0
vuo33333,46,6830,False,False,False,0,False,0,0,8,0,0,5,0,0,False,False,False,False,0
lymwzynhmr,43,7021,False,False,False,0,False,0,0,10,11,0,0,1,0,False,False,False,False,0
mahshadk964,84,2382,False,False,False,0,False,0,5,11,6,16,3,0,0,False,False,False,False,0
jihhkoj,80,7409,False,False,False,0,False,0,0,7,0,0,0,0,0,False,False,False,False,0
rad12321,50,7496,False,False,False,0,False,0,0,8,0,0,5,0,0,False,False,False,False,0
ahmed.badawixx,102,2408,False,False,False,0,False,0,5,14,5,27,0,0,0,True,False,False,True,0
dryn1604,55,7486,False,False,False,0,False,0,1,8,5,3,4,0,0,False,False,False,False,0
kow8hd,0,24,False,False,False,0,False,0,0,6,3,0,1,1,0,False,False,False,False,0
ghjgf995,29,180,False,False,False,0,False,0,0,8,5,0,3,0,0,False,False,False,False,0
fatnassifatnassi3476,2,644,False,False,False,0,False,0,0,20,0,0,4,0,0,False,False,False,False,0
f9fb81c9d5,10,181,False,False,False,0,False,0,0,10,6,0,5,0,0,False,False,False,False,0
inibibub,0,177,False,False,False,0,False,0,0,8,0,0,0,0,0,False,False,False,False,0
iajfhak,89,7304,False,False,False,0,False,0,0,7,7,19,0,0,0,False,False,False,False,0
hammm672,10,811,False,False,False,0,False,0,0,8,0,0,3,0,0,False,False,False,False,0
hooooof_120,62,7159,False,False,False,0,False,0,1,11,0,0,3,0,0,False,False,False,False,0
ttyyfre,16,2347,False,False,False,0,False,0,0,7,5,0,0,0,0,False,False,False,False,0
monamohamadi20005,7,1449,False,False,False,0,False,0,0,17,16,0,5,4,0,False,False,False,False,0
kskcnxnmd,10,308,False,False,False,0,False,0,0,9,0,0,0,0,0,False,False,False,False,0
jhru4n,16,174,False,False,False,0,False,0,0,6,0,0,1,0,0,False,False,False,False,0
donivta_tillery,31,1906,False,False,False,0,False,0,17,15,14,0,0,1,0,False,False,False,False,0
rhea_hfelix,30,1723,False,False,False,0,False,0,21,11,10,0,0,1,0,False,False,False,False,0
irfan_farooq0099,452,1197,False,False,False,0,False,1,24,16,12,22,4,1,0,False,False,False,False,0
deonna_elkains,20,1559,False,False,False,0,False,0,20,14,13,0,0,1,0,False,False,False,False,0
kandyv_adair,23,1802,False,False,False,0,False,0,20,12,11,0,0,1,0,False,False,False,False,0
melankia_monson,23,1909,False,False,False,0,False,0,20,15,14,0,0,1,0,False,False,False,False,0
kimberleev_carrier,22,1773,False,False,False,0,False,0,20,18,17,0,0,1,0,False,False,False,False,0
elizabethbrownewtokivakf,5,1239,False,False,False,0,False,0,15,24,9,0,0,0,0,False,False,False,False,0
doreothy_wentz,27,1747,False,False,False,0,False,0,17,14,13,0,0,1,0,False,False,False,False,0
johnhalllqzvoljwad,4,1225,False,False,False,0,False,0,15,18,4,0,0,0,0,False,False,False,False,0
ellenmae52,2,1238,False,False,False,0,False,0,15,10,9,0,2,1,0,False,False,False,False,0
taisiiagavrilova135,39,5475,False,False,False,0,False,0,15,19,16,0,3,1,0,False,False,False,False,0
norma_lilas_518431,4,1231,False,False,False,0,False,0,15,18,11,0,6,1,0,False,False,False,False,0
barbaraharriszejtmecsrm,19,871,False,False,False,0,False,0,18,23,7,0,0,0,0,False,False,False,False,0
nanannenatalie,2,1227,False,False,False,0,False,0,15,14,15,0,0,1,0,False,False,False,False,0
m1yra_marion,25,1334,False,False,False,0,False,0,20,12,11,0,1,1,0,False,False,False,False,0
aleksandrauvarova3303,37,5415,False,False,False,0,False,0,15,21,18,0,4,1,0,False,False,False,False,0
elenakalugina4029,14,1419,False,False,False,0,False,0,15,17,14,0,4,1,0,False,False,False,False,0
kondrothu_tulasi_ramani,197,870,False,False,False,4,False,4,35,23,27,0,0,12,0,False,False,False,False,0
askin1969,4,1242,False,False,False,0,False,0,13,9,0,0,4,0,0,False,False,False,False,0
jayye_gantt,27,2048,False,False,False,0,False,0,20,11,10,0,0,1,0,False,False,False,False,0
sultanahmet815,15,1334,False,False,False,0,False,0,15,14,22,0,3,1,0,False,False,False,False,0
denise.cyndi,3,1231,False,False,False,0,False,0,14,12,12,0,0,1,0,False,False,False,False,0
richel1le_mclaurin,20,1549,False,False,False,0,False,0,17,18,17,0,1,1,0,False,False,False,False,0
nrocio_baskin,20,2065,False,False,False,0,False,0,20,13,12,0,0,1,0,False,False,False,False,0
5elke_egan,27,2461,False,False,False,0,False,0,20,10,9,0,1,1,0,False,False,False,False,0
melonie_brtadley,25,1569,False,False,False,0,False,0,19,16,15,0,0,1,0,False,False,False,False,0
tierra_furljong,38,1561,False,False,False,0,False,0,19,15,14,0,0,1,0,False,False,False,False,0
dzorris_caraballo,20,1558,False,False,False,0,False,0,19,17,16,0,0,1,0,False,False,False,False,0
stephnania_davies,31,2026,False,False,False,0,False,0,19,17,16,0,0,1,0,False,False,False,False,0
deanna_rwetzel,24,1909,False,False,False,0,False,0,19,14,13,0,0,1,0,False,False,False,False,0
rhea_gimlchrist,33,1908,False,False,False,0,False,0,19,15,14,0,0,1,0,False,False,False,False,0
ankitajain6098,413,866,True,False,True,0,False,4,10,14,11,0,4,1,0,False,False,False,False,0
girls_luxus2_whatever,12,2511,False,False,False,0,False,0,10,21,19,141,1,6,0,False,False,False,False,0
arinavorobeva513,16,3882,False,False,False,0,False,0,15,16,15,0,3,1,0,False,False,False,False,0
ans_alg___,821,5733,False,False,False,1,False,5,17,10,14,102,0,11,0,False,False,False,False,0
amerash10,221,2801,True,False,False,0,False,5,14,9,11,0,2,1,0,False,False,False,False,0
joane_byezrs,24,1351,False,False,False,0,False,0,16,12,11,0,0,1,0,False,False,False,False,0
berlnardine_colson,25,1708,False,False,False,0,False,0,20,18,17,0,0,1,0,False,False,False,False,0
maximina_beave_rs,23,1522,False,False,False,0,False,0,20,17,16,0,0,1,0,False,False,False,False,0
deanna_fdamron,21,1725,False,False,False,0,False,0,20,14,13,0,0,1,0,False,False,False,False,0
as_hu8285,118,511,True,False,False,0,False,3,18,9,4,15,4,0,0,False,False,False,False,0
kuldeepkumar21939,126,779,False,False,True,4,False,12,80,17,13,0,5,1,0,False,False,False,False,0
veronikasamsonova680,24,4182,False,False,False,0,False,0,15,20,18,0,3,1,0,False,False,False,False,0
urff_liwang,49,377,True,False,False,0,False,0,10,11,14,45,0,1,1,False,False,False,False,0
deiradre_griffin,25,2415,False,False,False,0,False,0,19,16,15,0,0,1,0,False,False,False,False,0
makwanadinesh474,32,875,False,False,False,1,False,0,3,16,14,0,3,1,0,False,False,False,False,0
arda1th_hutson,30,1527,False,False,False,0,False,0,18,14,13,0,1,1,0,False,False,False,False,0
mr_zen_3333,436,258,False,False,True,0,False,0,12,11,12,0,4,4,0,False,False,False,False,0
samatha_areddy,24,1757,False,False,False,0,False,0,17,14,13,0,0,1,0,False,False,False,False,0
latoya0_manzo,46,3785,False,False,False,0,False,0,19,13,12,0,1,1,0,False,False,False,False,0
clarkfind,99,2805,True,False,False,0,False,0,16,9,14,0,0,1,0,False,False,False,False,0
hermi_la_windsor,29,2110,False,False,False,0,False,0,20,16,15,0,0,1,0,False,False,False,False,0
perr1y_cyr,20,1164,False,False,False,0,False,0,17,10,9,0,1,1,0,False,False,False,False,0
tilda_diawmond,25,1318,False,False,False,0,False,0,22,14,13,0,0,1,0,False,False,False,False,0
f_rances_haskell,25,1590,False,False,False,0,False,0,20,16,15,0,0,1,0,False,False,False,False,0
anhisa_lumpkin,29,2253,False,False,False,0,False,0,19,14,13,0,0,1,0,False,False,False,False,0
jacquelinre_withrow,26,1286,False,False,False,0,False,0,19,19,18,0,0,1,0,False,False,False,False,0
jaxsonharris26,17,6011,False,False,False,0,False,0,15,14,13,0,2,1,0,False,False,False,False,0
milazgros_fajardo,22,1563,False,False,False,0,False,0,20,17,16,0,0,1,0,False,False,False,False,0
mselania_roden,22,1542,False,False,False,0,False,0,19,14,13,0,0,1,0,False,False,False,False,0
shamirka_villagomez,23,2129,False,False,False,0,False,0,20,19,18,0,0,1,0,False,False,False,False,0
miguelinta_ballard,22,1900,False,False,False,0,False,0,19,18,17,0,0,1,0,False,False,False,False,0
misti0_wilhelm,21,1600,False,False,False,0,False,0,20,14,13,0,1,1,0,False,False,False,False,0
willelna_bock,29,1899,False,False,False,0,False,0,20,13,12,0,0,1,0,False,False,False,False,0
shrea_willoughby,23,1949,False,False,False,0,False,0,21,16,15,0,0,1,0,False,False,False,False,0
andree_hkirkwood,32,1510,False,False,False,0,False,0,20,16,15,0,0,1,0,False,False,False,False,0
meagan_m0aes,29,1874,False,False,False,0,False,0,20,12,11,0,1,1,0,False,False,False,False,0
graycabrero,9,2344,False,False,False,0,False,0,15,11,12,0,0,1,0,False,False,False,False,0
ard.ith_kingsley,29,1561,False,False,False,0,False,0,18,16,15,0,0,1,0,False,False,False,False,0
alfredia_sh6arp,27,1568,False,False,False,0,False,0,19,15,14,0,1,1,0,False,False,False,False,0
liz_boaunds,26,2262,False,False,False,0,False,0,17,11,10,0,0,1,0,False,False,False,False,0
molply_hill,24,1888,False,False,False,0,False,0,19,11,10,0,0,1,0,False,False,False,False,0
arinaaleshina5,12,4648,False,False,False,0,False,0,15,14,13,0,1,1,0,False,False,False,False,0
lita_valenzueola,35,2184,False,False,False,0,False,0,19,16,15,0,0,1,0,False,False,False,False,0
jamey_emmoons,19,1509,False,False,False,0,False,0,18,13,12,0,0,1,0,False,False,False,False,0
iherb_in_nikopol,51,882,False,False,False,0,True,0,15,16,21,88,0,3,0,False,True,True,True,0
lu4na_wilde,29,2007,False,False,False,0,False,0,18,11,10,0,1,1,0,False,False,False,False,0
dmadeline_giordano,27,1555,False,False,False,0,False,0,20,18,17,0,0,1,0,False,False,False,False,0
_mg_gufran_70,376,816,False,False,True,1,False,0,14,13,9,0,2,1,0,False,False,False,False,0
milanakirillova1894,15,1005,False,False,False,0,False,0,15,19,16,0,4,1,0,False,False,False,False,0
miroslavashvetsova54,17,5048,False,False,False,0,False,0,21,20,17,0,2,1,0,False,False,False,False,0
loydstipes,15,1836,False,False,False,0,False,0,14,10,11,0,0,1,0,False,False,False,False,0
boyina_umamaheswararao,94,3878,True,False,False,0,False,0,13,22,22,0,0,1,0,False,False,False,False,0
its_me_don_aravind,214,1579,False,False,False,4,False,2,4,18,20,95,0,20,0,False,False,False,False,0
sravathi5,43,366,False,False,True,0,False,0,197,9,8,0,1,0,0,False,False,False,False,0
kels9ey_ross,26,1679,False,False,False,0,False,0,18,12,11,0,1,1,0,False,False,False,False,0
ops0_0ps,30,541,False,False,False,0,False,16,24,8,10,3,2,1,0,False,False,False,False,0
ardelyle_brownlee,21,1991,False,False,False,0,False,0,17,17,16,0,0,1,0,False,False,False,False,0
maileeyestone,9,2510,False,False,False,0,False,0,15,13,14,0,0,1,0,False,False,False,False,0
bgelinda_hickey,22,1551,False,False,False,0,False,0,19,15,14,0,0,1,0,False,False,False,False,0
basu_editz,315,3355,False,False,False,0,False,3,22,10,10,0,0,1,0,False,False,False,False,0
222qwert,19,2489,False,False,False,0,False,0,13,8,0,0,3,0,0,False,False,False,False,0
elnegrodelwhassap,6,2408,True,False,False,0,False,0,3,17,18,80,0,0,0,False,False,False,False,0
orphac_schaeffer,29,1579,False,False,False,0,False,0,19,16,15,0,0,1,0,False,False,False,False,0
leanna_rodrirquez,24,1526,False,False,False,0,False,0,22,17,16,0,0,1,0,False,False,False,False,0
sallie_9oh,27,1573,False,False,False,0,False,0,20,10,9,0,1,1,0,False,False,False,False,0
tatjanaaaa5467,13,4524,False,False,False,0,False,0,12,14,10,0,4,0,0,False,False,False,False,0
shawntag_wingfield,23,1734,False,False,False,0,False,0,20,18,17,0,0,1,0,False,False,False,False,0
bad_boy_akhil_7288,123,3045,False,False,True,3,False,3,51,18,17,0,4,1,0,False,False,False,False,0
ourpetsclub,7939,6714,False,False,False,1,True,748,781,11,13,86,0,2,0,False,True,True,True,0
pamula_rautledge,28,1624,False,False,False,0,False,0,19,16,15,0,0,1,0,False,False,False,False,0
bodinkierra,8,2548,False,False,False,0,False,0,14,11,12,0,0,1,0,False,False,False,False,0
aileen_hardishon,24,1385,False,False,False,0,False,0,12,16,15,0,0,1,0,False,False,False,False,0
mercilyn_cottle,30,1921,False,False,False,0,False,0,20,15,14,0,0,1,0,False,False,False,False,0
phyliss_shoemakber,21,1731,False,False,False,0,False,0,20,18,17,0,0,1,0,False,False,False,False,0
ernewstina_wilburn,28,1924,False,False,False,0,False,0,20,18,17,0,0,1,0,False,False,False,False,0
alphfa_leon,23,1725,False,False,False,0,False,0,19,11,10,0,0,1,0,False,False,False,False,0
dina_lmemmon,28,1707,False,False,False,0,False,0,26,12,11,0,0,1,0,False,False,False,False,0
pra4619,459,482,False,False,False,1,True,3,88,7,5,0,4,0,0,False,True,True,True,0
rk938_0250,1951,967,False,False,True,2,False,0,6,10,8,0,7,1,0,False,False,False,False,0
anilbabu3995,285,1614,False,False,True,4,False,1,15,12,9,0,4,1,0,False,False,False,False,0
jai_jai_shree_ram10,345,2213,False,False,True,3,False,0,3,19,16,22,2,5,0,False,False,False,False,0
bassma6914,1,73,False,False,False,0,True,0,4,10,14,12,4,2,0,False,True,False,True,0
success_tips_07,910,298,False,False,True,2,False,0,32,15,30,133,2,6,0,False,False,False,True,0
fahim_farhana,12,826,False,False,False,0,False,0,0,13,0,0,0,0,0,False,False,False,False,0
rk00190,0,51,False,False,False,0,False,0,1,7,0,0,5,0,0,False,False,False,False,0
juna.idquershi,20,1018,False,False,False,0,False,0,0,14,0,0,0,0,0,False,False,False,False,0
vasu.1132,0,16,False,False,False,0,False,0,0,9,0,0,4,0,0,False,False,False,False,0
hi_saailooor,9,106,False,False,False,0,False,0,0,12,0,0,0,0,0,False,False,False,False,0
adithya_acharya_ff,374,220,False,False,True,0,False,7,7,18,11,0,0,3,0,False,False,False,False,0
monu113048,8,382,False,False,False,0,False,0,0,10,0,0,6,0,0,False,False,False,False,0
iam064263,23,153,False,False,False,0,False,0,1,9,14,0,6,1,0,False,False,False,False,0
haris___qureshi,1194,61,False,False,False,1,False,8,60,15,13,15,0,1,0,False,False,False,False,0
funz.one418,30,3822,False,False,False,0,False,0,0,11,0,0,3,0,0,False,False,False,False,0
akashsenthil47,722,25,False,False,True,2,False,0,9,14,12,147,2,7,0,False,False,False,True,0
kidd.lowws79,13,81,False,False,False,0,False,0,0,12,0,0,2,0,0,False,False,False,False,0
ayush.kumarsingh543792,19,231,False,False,False,0,False,0,1,22,22,12,6,7,0,False,False,False,False,0
kaka.ji0732,4,112,False,False,False,0,False,0,0,11,0,0,4,0,0,False,False,False,False,0
mojmo_del,72,1869,False,False,False,0,False,0,0,9,0,0,0,0,0,False,False,False,False,0
lee_gon_ff,14,109,False,False,False,1,False,7,8,10,12,35,0,8,0,True,False,False,False,0
mokka1039,0,45,False,False,False,0,False,0,1,9,0,0,4,0,0,False,False,False,False,0
isdj_5,0,29,False,False,False,0,False,0,0,6,0,0,1,0,0,False,False,False,False,0
i_am_siddharth_sen,3120,292,False,False,True,21,False,0,37,18,7,48,0,3,0,False,False,False,False,0
lamybag.pro,19,144,False,False,False,0,False,0,0,11,0,0,0,0,0,False,False,False,False,0
karanaujlia2021,31,543,False,False,False,0,False,0,0,15,0,0,4,0,0,False,False,False,False,0
kp.ley,234,2509,True,False,True,0,False,0,67,6,0,74,0,0,0,False,False,False,False,0
itzdevilhere77,43,233,False,False,False,0,False,0,0,14,5,26,2,0,0,False,False,False,False,0
holaa_12451,34,485,False,False,False,0,False,0,0,11,6,2,5,1,0,False,False,False,False,0
w_beat_maker_official,8489,7497,False,False,True,17,True,9,10,21,15,80,0,2,0,True,True,True,True,0
ti77704,2,42,False,False,False,0,False,0,1,7,0,0,5,0,0,False,False,False,False,0
bisht_ji_,580,125,False,False,True,7,False,0,22,9,11,75,0,1,1,True,False,False,False,0
macyano_oliveira,747,737,False,False,False,2,False,1,3,16,16,58,0,1,1,False,False,False,True,0
lamybag.ari,1,262,False,False,False,0,True,0,9,11,11,112,0,1,0,False,True,False,True,0
vikramsinhzala9880,23,1089,False,False,True,0,True,0,4,18,0,0,4,0,0,False,True,False,True,0
mega_nft,82,1795,False,False,False,1,False,0,7,8,0,14,0,0,0,True,False,False,False,0
khaldeno.1,11,57,False,False,False,0,False,1,1,10,10,43,1,1,0,False,False,False,False,0
misa_queen026,17,3832,False,False,False,0,False,0,2,13,0,0,3,0,0,False,False,False,False,0
abcd07105,0,59,True,False,False,0,False,0,0,9,0,0,5,0,0,False,False,False,False,0
noobnoob12346,0,12,True,False,False,0,False,0,0,13,0,0,5,0,0,False,False,False,False,0
monij783,19,857,False,False,False,0,False,0,3,8,0,0,3,0,0,False,False,False,False,0
offflineeeeee7,3,96,False,False,False,0,False,0,0,14,0,0,1,0,0,False,False,False,False,0
hi_bro_thinnva,3,125,True,False,False,0,False,0,0,14,0,0,0,0,0,False,False,False,False,0
fredy_tbts,107,31,False,False,False,1,True,0,8,10,18,86,0,5,2,False,True,True,True,0
rk75724,1,42,False,False,False,0,False,0,0,7,2,0,5,0,0,False,False,False,False,0
rehan48874,0,129,True,False,False,0,False,0,0,10,0,0,5,0,0,False,False,False,False,0
vvkkpp5,18,283,False,False,False,0,False,0,0,7,6,0,1,0,0,False,False,False,False,0
kingfisher6727,20,764,False,False,False,0,False,0,0,14,0,0,4,0,0,False,False,False,False,0
malarajbhar62,62,21,True,False,False,0,False,0,1,13,10,0,2,6,0,False,False,False,False,0
nonusingh9077,21,1221,False,False,False,0,False,0,0,13,0,0,4,0,0,False,False,False,False,0
itz_monika_00,182,99,True,False,False,0,False,0,0,13,6,150,2,2,1,False,False,False,False,0
s.w.a.t_official5,15,146,False,False,False,1,False,0,2,17,28,83,1,7,0,False,False,False,False,0
nithish_jagathi_31,386,317,True,False,False,0,False,3,5,18,7,100,2,0,0,False,False,False,False,0
jaan_u7172,3,1135,True,False,False,0,False,0,0,10,0,0,4,0,0,False,False,False,False,0
